domanda,risposta,id,front,back,last_review,interval,ease_factor,repetitions,last_confidence,chapter,removed
What are the uses of EA as a high-level blueprint?,"Support for design, redesign, configuration, and maintenance of systems.",ea-new-005,What are the uses of EA as a high-level blueprint?,"Support for design, redesign, configuration, and maintenance of systems.",2026-01-31T09:54:33.510152,1,2.36,1,3,2.0,0
To what can Enterprise Architecture be compared?,"The (technical) architecture of a complex building, a bridge, or a subway.",ea-new-006,To what can Enterprise Architecture be compared?,"The (technical) architecture of a complex building, a bridge, or a subway.",,0,2.5,0,0,2.0,1
Why did John Zachman consider the use of an architecture for enterprise information systems fundamental?,"Because at the end of the 1990s, technology began to enable the distribution of applications and data over different machines, and decentralization without a well-defined structure would lead to chaos.",ea-new-007,Why did John Zachman consider the use of an architecture for enterprise information systems fundamental?,Because at the end of the 1990s technology began to enable the distribution of applications and data over different machines and decentralization without a well-defined structure would lead to chaos.,,0,2.5,0,0,2.0,1
What is the Zachman Framework?,"A taxonomy to organize documents, specifications, and existing models into a general schema and to show the relationships that exist between them.",ea-new-008,What is the Zachman Framework?,"A taxonomy to organize documents, specifications, and existing models into a general schema and to show the relationships that exist between them.",2026-01-31T09:17:29.252516,1,2.5,1,4,2.0,0
How is the Zachman Framework organized?,In rows and columns where columns define Aspects to analyze and rows highlight different Points of View for stakeholders.,ea-new-009,How is the Zachman Framework organized?,In rows and columns where columns define Aspects to analyze and rows highlight different Points of View for stakeholders.,2026-01-31T09:35:47.056594,1,2.36,1,3,2.0,0
What does the Data column (What) analyze in Zachman Framework?,The data the organization needs to operate.,ea-new-010,What does the Data column (What) analyze in Zachman Framework?,The data the organization needs to operate.,2026-01-31T10:01:52.500568,1,2.6,1,5,2.0,0
What does the Functions column (How) analyze in Zachman Framework?,The functionalities performed by the company to conduct its core business.,ea-new-011,What does the Functions column (How) analyze in Zachman Framework?,The functionalities performed by the company to conduct its core business.,2026-01-29T08:50:58.054590,1,2.36,1,3,2.0,1
What does the Network column (Where) analyze in Zachman Framework?,The geographic distribution of the organization.,ea-new-012,What does the Network column (Where) analyze in Zachman Framework?,The geographic distribution of the organization.,,0,2.5,0,0,2.0,1
What does the People column (Who) analyze in Zachman Framework?,The people involved in performing the various business functions.,ea-new-013,What does the People column (Who) analyze in Zachman Framework?,The people involved in performing the various business functions.,2026-01-31T10:03:09.266389,1,2.6,1,5,2.0,0
What does the Time column (When) analyze in Zachman Framework?,Significant business events.,ea-new-014,What does the Time column (When) analyze in Zachman Framework?,Significant business events.,,0,2.5,0,0,2.0,1
What does the Motivation column (Why) analyze in Zachman Framework?,The goals of the company.,ea-new-015,What does the Motivation column (Why) analyze in Zachman Framework?,The goals of the company.,,0,2.5,0,0,2.0,1
What is the Scope (contextual) row in Zachman Framework?,"A high-level representation that describes the system in terms of dimensions, shape, relationships, and basic objectives for planners.",ea-new-016,What is the Scope (contextual) row in Zachman Framework?,"A high-level representation that describes the system in terms of dimensions, shape, relationships, and basic objectives for planners.",2026-01-31T10:03:34.092854,1,2.36,1,3,2.0,0
What is the Business model (conceptual model) row in Zachman Framework?,A business design-oriented perspective intended for the system owner.,ea-new-017,What is the Business model (conceptual model) row in Zachman Framework?,A business design-oriented perspective intended for the system owner.,,0,2.5,0,0,2.0,1
What is the System model (logical model) row in Zachman Framework?,A detailed specification through the definition of the system model intended for the designer.,ea-new-018,What is the System model (logical model) row in Zachman Framework?,A detailed specification through the definition of the system model intended for the designer.,2026-01-29T08:51:15.226032,1,2.36,1,3,2.0,1
What is the Technology model (physical model) row in Zachman Framework?,The translation of the logical design into a physical design intended for those who must realize the system.,ea-new-019,What is the Technology model (physical model) row in Zachman Framework?,The translation of the logical design into a physical design intended for those who must realize the system.,,0,2.5,0,0,2.0,1
What is the Detailed representation row in Zachman Framework?,The specifications to be given to programmers for the actual system implementation.,ea-new-020,What is the Detailed representation row in Zachman Framework?,The specifications to be given to programmers for the actual system implementation.,,0,2.5,0,0,2.0,1
What do the cells created by the intersection of rows and columns in Zachman Framework define?,Views (called perspectives by Zachman) that identify the models and diagrams able to provide information about a particular aspect from a certain point of view.,ea-new-021,What do the cells created by the intersection of rows and columns in Zachman Framework define?,Views (called perspectives by Zachman) that identify the models and diagrams able to provide information about a particular aspect from a certain point of view.,2026-01-31T09:17:46.804498,1,2.36,1,3,2.0,0
How are constraints handled in the Zachman Framework rows?,"Constraints are additive, meaning that constraints at a lower level are added to those at higher levels.",ea-new-022,How are constraints handled in the Zachman Framework rows?,"Constraints are additive, meaning that constraints at a lower level are added to those at higher levels.",2026-01-29T08:50:34.671210,1,2.36,1,3,2.0,1
What are the three aspects specified in ArchiMate for designing system architecture?,"Business aspects (related to business goals), Application aspects (system's functionalities), and Infrastructure aspects (general technological choices).",ea-new-023,What are the three aspects specified in ArchiMate for designing system architecture?,"Business aspects (related to business goals), Application aspects (system's functionalities), and Infrastructure aspects (general technological choices).",,0,2.5,0,0,2.0,1
Why must EA itself be managed?,Particularly with reference to the continuous system evolution.,ea-new-024,Why must EA itself be managed?,Particularly with reference to the continuous system evolution.,,0,2.5,0,0,2.0,1
What two EA states must be developed during a project?,The future EA ('to-be') relative to the current architecture ('as-is').,ea-new-025,What two EA states must be developed during a project?,The future EA ('to-be') relative to the current architecture ('as-is').,2026-01-29T08:52:18.228143,1,2.36,1,3,2.0,1
What must be ensured during the development of project phases?,That the planned EA and the EA actually implemented remain aligned over time.,ea-new-026,What must be ensured during the development of project phases?,That the planned EA and the EA actually implemented remain aligned over time.,,0,2.5,0,0,2.0,1
What two types of activities are necessary for EA management?,Governance activities (strategic management) and management activities of the phases within individual projects.,ea-new-027,What two types of activities are necessary for EA management?,Governance activities (strategic management) and management activities of the phases within individual projects.,,0,2.5,0,0,2.0,1
What notation is commonly used for conceptual data modeling in the Zachman Framework?,Entity-Relationship (ER) model.,ea-new-028,What notation is commonly used for conceptual data modeling in the Zachman Framework?,Entity-Relationship (ER) model.,,0,2.5,0,0,2.0,1
What is the Sectoral Checklists method for process identification?,"A method based on the similarity of organizations operating in the same sector, using a reference list of typical processes for that sector to determine which processes are present in one's own organization.",proc-new-001,What is the Sectoral Checklists method for process identification?,"A method based on the similarity of organizations operating in the same sector, using a reference list of typical processes for that sector to determine which processes are present in one's own organization.",2026-01-31T10:03:39.462901,1,2.36,1,3,2.0,0
How does Porter's Value Chain classify processes?,"It divides processes into primary and support processes, defining five categories of primary processes and four categories of support processes.",proc-new-002,How does Porter's Value Chain classify processes?,"It divides processes into primary and support processes, defining five categories of primary processes and four categories of support processes.",2026-01-31T09:35:51.445753,1,2.36,1,3,2.0,0
What is a limitation of Porter's Value Chain approach for process identification?,"It focuses on activities divided by organizational units (marketing, logistics, production), thereby losing the cross-functional and collaborative vision typical of processes.",proc-new-003,What is a limitation of Porter's Value Chain approach for process identification?,"It focuses on activities divided by organizational units (marketing, logistics, production), thereby losing the cross-functional and collaborative vision typical of processes.",2026-01-31T09:35:06.439370,6,2.46,2,5,2.0,0
Why are the nine categories in Porter's Value Chain considered limited for process analysis?,"They represent only a limited number of an organization's activities analyzed at a high level of process aggregation, making it difficult to define processes at a more detailed level.",proc-new-004,Why are the nine categories in Porter's Value Chain considered limited for process analysis?,"They represent only a limited number of an organization's activities analyzed at a high level of process aggregation, making it difficult to define processes at a more detailed level.",2026-01-29T08:50:06.571414,1,2.36,1,3,2.0,1
For what type of organization was Porter's Value Chain originally designed?,Traditional manufacturing organizations.,proc-new-005,For what type of organization was Porter's Value Chain originally designed?,Traditional manufacturing organizations.,2026-01-30T12:14:54.865591,1,2.6,1,5,2.0,0
What is the analytical approach to process identification based on?,"A top-down analysis that starts by identifying external actors (recipients) with whom the organizatFor what type of organization was Porter's Value Chain originally designed?""","Traditiobased on?,A top-down analysis that starts by identifying external actors (recipients) with whom the organization interacts.""",What is the analytical approach to process identification based on?,0,2.5,0,0.0,2,0,,0
"In the analytical approach to process identification, what are the steps starting from external actors?","First identify the output provided to external actors, then the activities that generate this output, the roles involved, and finally the process inputs (physical inputs and information needed).",proc-new-007,In the analytical approach to process identification what are the steps starting from external actors?,"First identify the output provided to external actors, then the activities that generate this output, the roles involved, and finally the process inputs (physical inputs and information needed).",2026-01-31T10:00:34.064406,6,2.46,2,5,2.0,0
Who are the external actors (recipients) in the analytical approach to process identification?,"Suppliers, customers, and intermediaries.",proc-new-008,Who are the external actors (recipients) in the analytical approach to process identification?,"Suppliers, customers, and intermediaries.",2026-01-31T09:53:55.409643,6,2.22,2,3,2.0,0
The analytical approach to process identification reconstructs the process _____.,backwards (from recipients to inputs),proc-new-009,The analytical approach to process identification reconstructs the process _____.,backwards (from recipients to inputs),2026-01-31T09:54:28.664595,1,2.36,1,3,2.0,0
What two types of inputs are identified in the analytical approach to process identification?,Physical inputs and information needed by the various roles to carry out their activities.,proc-new-010,What two types of inputs are identified in the analytical approach to process identification?,Physical inputs and information needed by the various roles to carry out their activities.,2026-01-29T08:49:40.356247,1,2.36,1,3,2.0,1
What is the Sectoral Checklists method for process identification?,"A method based on the similarity of organizations operating in the same sector, using a reference list of typical processes for that sector to determine which processes are present in ones own organization.",proc-new-001,What is the Sectoral Checklists method for process identification?,"A method based on the similarity of organizations operating in the same sector, using a reference list of typical processes for that sector to determine which processes are present in ones own organization.",2026-01-31T09:44:47.020988,6,2.22,2,3,2.0,0
How does Porters Value Chain classify processes?,"It divides processes into primary and support processes, defining five categories of primary processes and four categories of support processes.",proc-new-002,How does Porters Value Chain classify processes?,"It divides processes into primary and support processes, defining five categories of primary processes and four categories of support processes.",2026-01-31T09:44:56.554337,1,2.36,1,3,2.0,0
What is a limitation of Porters approach for process identification?,"It focuses on activities divided by organizational units (marketing, logistics, production), thereby losing the cross-functional and collaborative vision typical of processes.",proc-new-003,What is a limitation of Porters approach for process identification?,"It focuses on activities divided by organizational units (marketing, logistics, production), thereby losing the cross-functional and collaborative vision typical of processes.",2026-01-31T09:34:48.427197,1,2.36,1,3,2.0,0
Why are Porters nine categories considered limited for detailed process analysis?,"They represent only a limited number of activities analyzed at a high level of aggregation, making it difficult to define processes at a more detailed level.",proc-new-004,Why are Porters nine categories considered limited for detailed process analysis?,"They represent only a limited number of activities analyzed at a high level of aggregation, making it difficult to define processes at a more detailed level.",2026-01-29T08:51:03.967093,1,2.36,1,3,2.0,1
For what type of organization was Porters Value Chain originally designed?,Traditional manufacturing organizations.,proc-new-005,For what type of organization was Porters Value Chain originally designed?,Traditional manufacturing organizations.,,0,2.5,0,0,2.0,1
What is the analytical approach to process identification based on?,A top-down analysis that starts by identifying external actors (recipients) with whom the organization interacts.,proc-new-006,What is the analytical approach to process identification based on?,A top-down analysis that starts by identifying external actors (recipients) with whom the organization interacts.,,0,2.5,0,0,2.0,1
"In the analytical approach, what steps follow identifying external actors?","Identify the output provided to them, then the activities that generate this output, the roles involved, and finally the process inputs (physical inputs and information needed).",proc-new-007,In the analytical approach what steps follow identifying external actors?,"Identify the output provided to them, then the activities that generate this output, the roles involved, and finally the process inputs (physical inputs and information needed).",2026-01-31T09:50:47.425366,1,2.36,1,3,2.0,0
Who are the external actors (recipients) in the analytical approach?,"Suppliers, customers, and intermediaries.",proc-new-008,Who are the external actors (recipients) in the analytical approach?,"Suppliers, customers, and intermediaries.",2026-01-29T08:51:18.288261,1,2.36,1,3,2.0,1
The analytical approach reconstructs the process in what direction?,Backwards - from recipients/outputs to inputs.,proc-new-009,The analytical approach reconstructs the process in what direction?,Backwards - from recipients/outputs to inputs.,2026-01-29T08:51:47.437352,1,2.36,1,3,2.0,1
What two types of inputs are identified in the analytical approach?,Physical inputs and information needed by the various roles to carry out their activities.,proc-new-010,What two types of inputs are identified in the analytical approach?,Physical inputs and information needed by the various roles to carry out their activities.,,0,2.5,0,0,2.0,1
What is a 'point-to-point' integration architecture?,"An architecture where each application is directly connected to every other application it needs to communicate with, creating a complex web of connections.",f98a74d8-c670-480c-9963-1dda00b793bc,What is a 'point-to-point' integration architecture?,"An architecture where each application is directly connected to every other application it needs to communicate with, creating a complex web of connections.",,0,2.5,0,0,6.0,0
What is a 'hub-and-spoke' integration architecture?,"An architecture where applications communicate through a central hub or broker, which manages message routing and transformation.",932c6098-6012-4cb8-bd5f-994e8cde7fc8,What is a 'hub-and-spoke' integration architecture?,"An architecture where applications communicate through a central hub or broker, which manages message routing and transformation.",,0,2.5,0,0,6.0,0
What is a Service-Oriented Architecture (SOA)?,"A software design paradigm where functionalities are implemented as modular, independent services that can be remotely invoked over a network.",601770c7-3e25-4e5a-bec9-7e0e6f9870e8,What is a Service-Oriented Architecture (SOA)?,"A software design paradigm where functionalities are implemented as modular, independent services that can be remotely invoked over a network.",,0,2.5,0,0,6.0,0
What is a Service Level Agreement (SLA)?,"A quality agreement with service consumers that defines the guaranteed non-functional characteristics of a service, such as response time and availability.",f68a7554-d5d3-4e35-8936-d6875c11a13d,What is a Service Level Agreement (SLA)?,"A quality agreement with service consumers that defines the guaranteed non-functional characteristics of a service, such as response time and availability.",,0,2.5,0,0,6.0,0
"In SOA, what is the role of a 'Service Registry'?","It is a directory where service providers publish information about their services, allowing service requestors to discover and learn how to use them.",72c14726-02a0-4f8a-92b7-08619e1ed853,"In SOA, what is the role of a 'Service Registry'?","It is a directory where service providers publish information about their services, allowing service requestors to discover and learn how to use them.",,0,2.5,0,0,6.0,0
What distinguishes a 'thin client' from a 'thick client' in a two-tiered architecture?,"A thin client only handles presentation logic (e.g., a web browser), while a thick client also handles some or all of the application logic locally.",a65bf339-b492-4f75-b643-36c1eea22048,What distinguishes a 'thin client' from a 'thick client' in a two-tiered architecture?,"A thin client only handles presentation logic (e.g., a web browser), while a thick client also handles some or all of the application logic locally.",,0,2.5,0,0,6.0,0
"A web-based information system with a browser, web server, script engine, application server, and DBMS is an example of a _____ architecture.",5-tier,ffc90b6c-1230-4256-8d5c-017f375d13a9,"A web-based information system with a browser, web server, script engine, application server, and DBMS is an example of a _____ architecture.",5-tier,2026-01-28T10:15:13.395545,1,2.36,1,3,6.0,0
What is vertical scalability (scale-up)?,Increasing a system's capacity by adding more resources (like CPU or memory) to a single existing machine.,664d75ff-58aa-4956-86a7-99cd6ae3f185,What is vertical scalability (scale-up)?,Increasing a system's capacity by adding more resources (like CPU or memory) to a single existing machine.,,0,2.5,0,0,6.0,0
What is horizontal scalability (scale-out)?,"Increasing a system's capacity by adding more machines to a pool of resources, distributing the load among them.",7f1313cb-e66b-432f-8b86-12fbadcd19c2,What is horizontal scalability (scale-out)?,"Increasing a system's capacity by adding more machines to a pool of resources, distributing the load among them.",,0,2.5,0,0,6.0,0
What is a 'server farm'?,"A set of computing units that share processing load, applications, and potentially data, appearing as a single resource to other architectural levels.",f5bbfb86-c2c2-44dd-b159-eb94b08b6c05,What is a 'server farm'?,"A set of computing units that share processing load, applications, and potentially data, appearing as a single resource to other architectural levels.",2026-01-28T10:16:09.178548,1,2.36,1,3,6.0,0
What is virtualization?,A technology that allows creating multiple simulated environments or dedicated resources (virtual machines) from a single physical hardware system.,c369efe6-caae-4833-a28d-f9ae7529872d,What is virtualization?,A technology that allows creating multiple simulated environments or dedicated resources (virtual machines) from a single physical hardware system.,,0,2.5,0,0,6.0,0
What is Cloud Computing?,A model for enabling on-demand network access to a shared pool of configurable computing resources that can be rapidly provisioned with minimal management effort.,a5f4facd-9f13-4a42-89ff-7b6ffbd63d15,What is Cloud Computing?,A model for enabling on-demand network access to a shared pool of configurable computing resources that can be rapidly provisioned with minimal management effort.,,0,2.5,0,0,6.0,0
What are the three primary service models in Cloud Computing?,"Infrastructure as a Service (IaaS), Platform as a Service (PaaS), and Software as a Service (SaaS).",94c4ad08-1454-4112-998e-59a454d93c52,What are the three primary service models in Cloud Computing?,"Infrastructure as a Service (IaaS), Platform as a Service (PaaS), and Software as a Service (SaaS).",,0,2.5,0,0,6.0,0
What are the four main deployment models for Cloud Computing?,"Public cloud, private cloud, community cloud, and hybrid cloud.",b47b8879-c286-4c56-b85d-393adc96daab,What are the four main deployment models for Cloud Computing?,"Public cloud, private cloud, community cloud, and hybrid cloud.",,0,2.5,0,0,6.0,0
"The software layer that enables communication and data management between different applications, often used for database integration, is called _____.",Middleware.,7f0f1f88-921a-4215-833c-8595f23ed7a0,"The software layer that enables communication and data management between different applications, often used for database integration, is called _____.",Middleware.,,0,2.5,0,0,6.0,0
"What is the software design paradigm where functionalities are implemented as modular, self-contained services that can be remotely queried over a network?",Service-Oriented Architecture (SOA).,3ebe6873-e92f-4ccb-937b-8a68b871d685,"What is the software design paradigm where functionalities are implemented as modular, self-contained services that can be remotely queried over a network?",Service-Oriented Architecture (SOA).,,0,2.5,0,0,6.0,0
"In SOA, what is the name of the quality agreement with consumers that defines non-functional characteristics like response time and availability?",SLA (Service Level Agreement).,ffbf0e74-1d2a-4699-a014-7f2d5f48eb9b,"In SOA, what is the name of the quality agreement with consumers that defines non-functional characteristics like response time and availability?",SLA (Service Level Agreement).,,0,2.5,0,0,6.0,0
"What architectural style, often used as an alternative to SOAP in SOA, makes requests directly to a resource via its URI using standard HTTP methods?",REST (Representational State Transfer).,70a749d9-ef79-4676-910b-a10d549dede2,"What architectural style, often used as an alternative to SOAP in SOA, makes requests directly to a resource via its URI using standard HTTP methods?",REST (Representational State Transfer).,,0,2.5,0,0,6.0,0
What is the term for defining the sequence in which individual services are invoked to create a more complex business service?,Service orchestration.,32066fe0-efa9-4b9e-93f1-d6e96e7eb13b,What is the term for defining the sequence in which individual services are invoked to create a more complex business service?,Service orchestration.,,0,2.5,0,0,6.0,0
"In distributed systems, the software logical levels are called layers, while the hardware levels they are installed on are called _____.",Tiers.,b20cfe24-0560-40d5-a6b5-9de47ff1a119,"In distributed systems, the software logical levels are called layers, while the hardware levels they are installed on are called _____.",Tiers.,,0,2.5,0,0,6.0,0
"In a two-tiered architecture, a client that only handles the presentation logic, such as a web browser, is known as a _____ client.",Thin client.,7ae1d1c1-42de-4955-ba53-d8309cd2e065,"In a two-tiered architecture, a client that only handles the presentation logic, such as a web browser, is known as a _____ client.",Thin client.,,0,2.5,0,0,6.0,0
"In a two-tiered architecture, a client that contains both presentation and application logic, like a smartphone app, is known as a _____ client.",Thick client (or fat client).,248e2a8d-71ec-4c4d-b05a-f75746486ffe,"In a two-tiered architecture, a client that contains both presentation and application logic, like a smartphone app, is known as a _____ client.",Thick client (or fat client).,,0,2.5,0,0,6.0,0
"Increasing a system's capacity by upgrading a single machine with more powerful components (e.g., more RAM or a faster CPU) is known as _____.",Vertical scalability (or scale-up).,c42edb05-81cc-4ba2-a678-1aca35793e85,"Increasing a system's capacity by upgrading a single machine with more powerful components (e.g., more RAM or a faster CPU) is known as _____.",Vertical scalability (or scale-up).,,0,2.5,0,0,6.0,0
Increasing a system's capacity by adding more machines to a resource pool is known as _____.,Horizontal scalability (or scale-out).,a3ba38a0-62ad-4068-9a36-6eb87922a566,Increasing a system's capacity by adding more machines to a resource pool is known as _____.,Horizontal scalability (or scale-out).,,0,2.5,0,0,6.0,0
What is the term for a set of computing units that share processing load and are seen by other systems as a single resource?,A server farm.,1da9ca17-29ac-4038-9f59-4dada46fa98b,What is the term for a set of computing units that share processing load and are seen by other systems as a single resource?,A server farm.,,0,2.5,0,0,6.0,0
What computing model delivers on-demand computing services—from applications to storage and processing power—typically over the internet on a pay-as-you-go basis?,Cloud Computing.,ce5efac4-87de-4557-b6da-802148814797,What computing model delivers on-demand computing services—from applications to storage and processing power—typically over the internet on a pay-as-you-go basis?,Cloud Computing.,,0,2.5,0,0,6.0,0
What are the three main service models in Cloud Computing?,"Infrastructure as a Service (IaaS), Platform as a Service (PaaS), and Software as a Service (SaaS).",93e7465b-4e44-4d5a-a4ee-47a432c5bdf7,What are the three main service models in Cloud Computing?,"Infrastructure as a Service (IaaS), Platform as a Service (PaaS), and Software as a Service (SaaS).",,0,2.5,0,0,6.0,0
What are the four main deployment models for Cloud Computing?,"Public cloud, private cloud, hybrid cloud, and community cloud.",db4b50bd-aa83-4111-8057-48910639dea9,What are the four main deployment models for Cloud Computing?,"Public cloud, private cloud, hybrid cloud, and community cloud.",,0,2.5,0,0,6.0,0
"In a distributed system, what is the 'shared-nothing' architecture for cloned services (RACS)?","An architecture where stored data is replicated across all clones, each with its own local storage, making it suitable for read-intensive applications.",74b38125-56b7-4c86-8381-58f38d64482a,"In a distributed system, what is the 'shared-nothing' architecture for cloned services (RACS)?","An architecture where stored data is replicated across all clones, each with its own local storage, making it suitable for read-intensive applications.",,0,2.5,0,0,6.0,0
"In system design, what are architectural indicators used for when evaluating COTS software?","To evaluate critical technological aspects of the software, particularly its scalability over time and integration with existing systems.",589bc853-9e9b-46a9-acd1-dc84efb064bf,"In system design, what are architectural indicators used for when evaluating COTS software?","To evaluate critical technological aspects of the software, particularly its scalability over time and integration with existing systems.",,0,2.5,0,0,6.0,0
"In a service-based integration model like SOA, what is the function of a service registry?","The service registry is a directory containing descriptions of available services, enabling them to be discovered and invoked by other applications.",e49674ff-454c-475e-97a4-9f29f3599b07,"In a service-based integration model like SOA, what is the function of a service registry?","The service registry is a directory containing descriptions of available services, enabling them to be discovered and invoked by other applications.",,0,2.5,0,0,6.0,0
What is service orchestration in the context of Service-Oriented Architecture (SOA)?,It is a model where a central coordinator (orchestrator) manages the interaction and execution of various services to implement a complex business process.,71b1d582-d09a-46fe-87db-a23712fe7068,What is service orchestration in the context of Service-Oriented Architecture (SOA)?,It is a model where a central coordinator (orchestrator) manages the interaction and execution of various services to implement a complex business process.,,0,2.5,0,0,6.0,0
What is meant by 'cloud computing'?,"Cloud computing is the on-demand delivery of IT resources over the Internet with pay-as-you-go pricing, including servers, storage, databases, and software.",ab8a98fe-f20d-4a58-99c2-8f69d6c2a4f8,What is meant by 'cloud computing'?,"Cloud computing is the on-demand delivery of IT resources over the Internet with pay-as-you-go pricing, including servers, storage, databases, and software.",,0,2.5,0,0,6.0,0
What are the three primary service models in cloud computing?,"Infrastructure as a Service (IaaS), Platform as a Service (PaaS), and Software as a Service (SaaS).",35bedece-2fd0-4c5f-acdb-abd3d8d0fc88,What are the three primary service models in cloud computing?,"Infrastructure as a Service (IaaS), Platform as a Service (PaaS), and Software as a Service (SaaS).",,0,2.5,0,0,6.0,0
"In a distributed application architecture, what is a 'thin client'?","A thin client is a computer that runs from resources stored on a central server instead of a localized hard drive, with most of the processing done on the server.",0275af63-de5a-4987-bf83-22d33fba2c58,"In a distributed application architecture, what is a 'thin client'?","A thin client is a computer that runs from resources stored on a central server instead of a localized hard drive, with most of the processing done on the server.",,0,2.5,0,0,6.0,0
What is 'middleware' in the context of database integration?,"A software layer that ensures data consistency across different databases, handles format and semantic normalization, and manages the propagation of changes.",e2151943-3b9d-4a3e-9067-c79a81b9421f,What is 'middleware' in the context of database integration?,"A software layer that ensures data consistency across different databases, handles format and semantic normalization, and manages the propagation of changes.",,0,2.5,0,0,6.0,0
What is a 'point-to-point' integration architecture?,"An architecture where each application is directly connected to every other application it needs to communicate with, creating a complex web of connections.",33888676-be7f-4f65-88d6-d5b03f7099bb,What is a 'point-to-point' integration architecture?,"An architecture where each application is directly connected to every other application it needs to communicate with, creating a complex web of connections.",,0,2.5,0,0,6.0,0
What is a 'hub-and-spoke' integration architecture?,"An architecture where a central hub or broker manages communication between applications (spokes), which only need to connect to the hub.",35498e0c-609f-4fb0-b5d5-ae9dc6080bed,What is a 'hub-and-spoke' integration architecture?,"An architecture where a central hub or broker manages communication between applications (spokes), which only need to connect to the hub.",,0,2.5,0,0,6.0,0
What is Service-Oriented Architecture (SOA)?,"A software design paradigm where functionalities are implemented as modular, independent services that can be remotely queried via standard protocols.",3f85ceb6-44d7-4526-8014-0d4f219d2290,What is Service-Oriented Architecture (SOA)?,"A software design paradigm where functionalities are implemented as modular, independent services that can be remotely queried via standard protocols.",,0,2.5,0,0,6.0,0
What is a Service Level Agreement (SLA)?,"A quality agreement with consumers that defines the guaranteed non-functional characteristics of a service, such as response time and availability.",059599de-955d-4560-b994-6ef63248e07d,What is a Service Level Agreement (SLA)?,"A quality agreement with consumers that defines the guaranteed non-functional characteristics of a service, such as response time and availability.",,0,2.5,0,0,6.0,0
"In SOA, what is the role of the Service Registry?","The Service Registry is where a service provider publishes information about offered services, allowing service requestors to discover and learn how to use them.",fafb3acf-1d50-4b8b-8865-f5b4dc1a9846,"In SOA, what is the role of the Service Registry?","The Service Registry is where a service provider publishes information about offered services, allowing service requestors to discover and learn how to use them.",,0,2.5,0,0,6.0,0
What is the REST (Representational State Transfer) architectural style?,A lighter alternative to SOAP for building service-based systems where requests are made directly to a resource via its URI using standard HTTP methods.,d05361d6-22c7-488e-830e-8787a8a1c72a,What is the REST (Representational State Transfer) architectural style?,A lighter alternative to SOAP for building service-based systems where requests are made directly to a resource via its URI using standard HTTP methods.,,0,2.5,0,0,6.0,0
What is the difference between a logical 'layer' and a physical 'tier' in system architecture?,"A layer refers to a logical division of software functionality (e.g., presentation, application, data), while a tier refers to a physical hardware level (e.g., a machine or server).",890a8fdd-c136-4b65-a476-7c9254d61000,What is the difference between a logical 'layer' and a physical 'tier' in system architecture?,"A layer refers to a logical division of software functionality (e.g., presentation, application, data), while a tier refers to a physical hardware level (e.g., a machine or server).",,0,2.5,0,0,6.0,0
"In a two-tiered architecture, what is a 'thin client'?","A client that only handles the presentation logic, requiring a stable connection to the server which performs the application and data logic.",57467e31-4428-48a3-9855-5baea97a7cc7,"In a two-tiered architecture, what is a 'thin client'?","A client that only handles the presentation logic, requiring a stable connection to the server which performs the application and data logic.",,0,2.5,0,0,6.0,0
What is 'vertical scalability' or 'scale-up'?,Increasing a system's capacity by adding more resources (like CPU or RAM) to a single machine.,9526262f-4398-48f3-b918-0734271062b5,What is 'vertical scalability' or 'scale-up'?,Increasing a system's capacity by adding more resources (like CPU or RAM) to a single machine.,,0,2.5,0,0,6.0,0
What is 'horizontal scalability' or 'scale-out'?,Increasing a system's capacity by adding more machines to a pool of resources.,fee1a91e-9e0b-48aa-b32b-6d763ccd88d0,What is 'horizontal scalability' or 'scale-out'?,Increasing a system's capacity by adding more machines to a pool of resources.,,0,2.5,0,0,6.0,0
What is 'elasticity' in the context of system architecture?,"The property of a system to not only increase resources in response to demand but also to reduce them when demand falls, often associated with Cloud Computing.",4611283f-72df-4d66-90ee-bc373b3b4671,What is 'elasticity' in the context of system architecture?,"The property of a system to not only increase resources in response to demand but also to reduce them when demand falls, often associated with Cloud Computing.",,0,2.5,0,0,6.0,0
"In server farms, what is a 'shared-nothing' configuration?","A configuration where stored data is replicated across all clones, each with its own local storage, making it suitable for read-intensive services.",5d0e2b8d-d2c1-4626-8e62-95b97beda0bf,"In server farms, what is a 'shared-nothing' configuration?","A configuration where stored data is replicated across all clones, each with its own local storage, making it suitable for read-intensive services.",,0,2.5,0,0,6.0,0
"In server farms, what is a 'shared-disk' configuration?","A configuration where all clones share a centralized storage system, making it more suitable for write-intensive services by avoiding data replication issues.",2d8bf024-0984-49d9-ab87-19b7c0bc42f7,"In server farms, what is a 'shared-disk' configuration?","A configuration where all clones share a centralized storage system, making it more suitable for write-intensive services by avoiding data replication issues.",,0,2.5,0,0,6.0,0
What is 'virtualization'?,"The technology that allows creating multiple simulated environments or dedicated resources from a single, physical hardware system.",5f7f43bf-f35a-4375-ac13-8e61357a85a7,What is 'virtualization'?,"The technology that allows creating multiple simulated environments or dedicated resources from a single, physical hardware system.",2026-01-28T10:19:10.396889,1,2.36,1,3,6.0,0
What is Cloud Computing?,"A model for delivering computing services over the Internet where resources are perceived by users as a utility service, paying based on usage.",33cd6112-8dc2-431d-9b26-6207966429e1,What is Cloud Computing?,"A model for delivering computing services over the Internet where resources are perceived by users as a utility service, paying based on usage.",,0,2.5,0,0,6.0,0
